ID investigador,Fuente,ID autor Scopus,EID documento Scopus,Perfil en Google Scholar,ORCID id autor,DOI,Año,Título,Enlace al artículo,Autores,Fecha de publicación,Revista,Volumen,Número,Páginas,Editor,Resumen,Citas totales,Institución,Conferencia,Libro,Origen,Nombre Investigador,Inventores,Oficina de patentes,Número de patente,Número de solicitud
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:NaGl4SEjCO4C,,,,Modelo Descriptivo del Proceso de Diseño Centrado en el Usuario,https://revistatd.azc.uam.mx/index.php/rtd/article/download/38/71,"René Tadeo Figueroa Tabares, Beatriz A González Beltrán, Lizbeth Gallardo López",30/06/2018,Tecnología & Diseño,,9,,,"El enfoque del proceso de Diseño Centrado en el Usuario (DCU) es empleado de diversas maneras, siendo en ocasiones difícil de identificar la mejor forma de aplicarlo en el desarrollo de sistemas y transformando su empleo en una tarea carente de un estándar en su aplicación. Esta carencia conlleva la necesidad de crear un modelo descriptivo del proceso de DCU que especifique la estructura y las actividades requeridas para desarrollar un sistema de software. En este artículo se propone un modelo descriptivo del proceso de DCU que se desarrolla a partir de los principios de la filosofía del Diseño Centrado en el Usuario, se caracteriza por un esquema de fases, actividades, artefactos y roles utilizado en el Proceso Unificado de Desarrollo de Software y se conduce por los lineamientos proporcionados por tres estándares internacionales de tipo ISO/IEC. Este modelo aporta una herramienta para los practicantes del enfoque del DCU que buscan una mayor orientación en el desarrollo de sistemas de software.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:dfsIfKJdRG4C,,,,ANALYZING HISTORICAL DATA OF STUDENTS’PERFORMANCE FOR DETERMINING THE PERTINENCE OF TAKING OR NOT LEVELLING MATHEMATICS AND PHYSICS COURSES,,"Josué Figueroa-González, Beatriz González-Beltrán, Silvia González-Brambila, Lourdes Sánchez-Guerrero, Irma Ardón-Pulido",2018,,,,4540-4547,IATED,"Universidad Autónoma Metropolitana (UAM) is a public university that applies an admission test for those students interested in one of their engineering programs, if a student is accepted, it performs another exam, called levelling exam which goal is determining if it has the basic knowledge of mathematics and physics. All engineering programs have a common group of core engineering subjects called the General Branch Level. Besides these topics, there are two subjects considered as levelling courses, whose goal is assuring that all students have a similar level of mathematics and physics concepts, so, they will be more successful with later and more advanced courses. An admitted student can exempt these two courses depending on its score in the levelling test, and can access directly to the next courses. However, it’s not clear if exempting these courses due to performance in the levelling exam allows a …",,,EDULEARN18 Proceedings,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:XiSMed-E-HIC,,,,Aplicación móvil para la práctica de los verbos compuestos del idioma inglés,,"Lizbeth Gallardo López, Beatriz González Beltrán, Julio César Cartillo García",2015,,,,54-63,Universidad Autónoma Metropolitana,,,,,El Libro Científico Vol. I de Ciencias Básicas e Ingeniería y Ciencias y Artes para el Diseño,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:EUQCXRtRnyEC,,,,"Diseño de interfaz del curso taller de diseño de la plataforma Moodle, adaptado a asistentes digitales personales",,Araceli Granados García,2007,,,,,Universidad Autónoma Metropolitana (México). Unidad Azcapotzalco. Coordinación de Servicios de Información.,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:NhqRSupF_l8C,,,,Support système pour le travail nomade dans un environnement de production coopérative Web,,Beatriz Adriana Gonzalez Beltran,01/01/2004,,,,,,"Le world wide web est un environnement de travail qui permet aux utilisateurs d'accéder à l'information maintenue sur des sites qui peuvent être fort éloignés. Cependant, les problèmes inhérents à cette technologie et aux aléas des communications, ainsi qu'au manque en supports de réplication et d'actualisation de l'information dupliquée, limitent le web en tant qu'infrastructure d'exécution d'applications coopératives. L'objectif de cette thèse est d'étudier les besoins des applications coopératives du web, et de proposer des fonctions adaptées à leur support. Plus précisément, les problèmes de la désignation des co-auteurs, distribués et potentiellement nomades sur l'internet, ont fait l'objet d'une étude/réalisation toute particulière. Utilisant les technologies du web (scripts cgi, extension de serveurs web), nous avons conçu et proposé les bases d'un système de réplication/actualisation des entités partagées et ainsi répliquées entre les sites des coopérants.",,Grenoble INPG,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:nb7KW1ujOQ8C,,,,Un service de coopération dans les bases d'objets distribués,,Beatriz Adriana González Beltrán,1998,,,,,,,,éditeur non identifié,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:SP6oXDckpogC,,,,Análisis de expedientes clínicos para el diagnóstico de cáncer de mama a partir de memorias asociativas evolutivas: un primer avance,,,,Research in Computing Science,150,5,169-180,,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:dshw04ExmUIC,,,,Aux and ux evaluation of user tools in social networks. In 2018 IEEE/WIC,,"Luis Martín Sánchez-Adame, Sonia Mendoza, Beatríz A González-Beltrán, José Rodríguez, Amilcar Meneses Viveros",,ACM International Conference on Web Intelligence (WI),,,104-111,,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:P5F9QuxV20EC,,,,Analyzing Students’ Performance in a Mathematics Course Sequence using Educational Data Mining,https://www.rcs.cic.ipn.mx/2020_149_4/Analyzing%20Students_%20Performance%20in%20a%20Mathematics%20Course%20Sequence%20using%20Educational%20Data%20Mining.pdf,"Beatriz González Beltrán, Silvia González Brambila, Lourdes Sánchez Guerrero, Josué Figueroa González",,,,,,,"One of the main concerns in institutions of higher education is the time their students need to finish their studies. Students tend to invest more time than the established in approving a particular course or a group of them. This problem is more evident when there exists a sequence of related courses that are related through a prerequisite schema, because it is not clear whether the knowledge acquired in a previous course is appropriate for the next one. This work considers this problem and presents the use of Educational data mining for determining if there is an influence of some academic performance aspects in previous courses over the tries needed for approving a later one in a sequence of mathematics subjects. The performance of different measures for the predictive generated models using decision trees was not very high, and results shown that considering only the immediate previous course before the analyzed had little better results than considering all the ones in the sequence. Analyzing all the course sequence, many of the courses had as essential variables the performance not in the immediate, but two or three previous ones.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:yD5IFk8b50cC,,,,Correlación entre la experiencia de usuario y diseño visual en la interfaz gráfica de usuario para aplicaciones de salud,,"Alicia López, Beatriz A González-Beltrán, Yadira Alatriste Martínez, Alicia López Castañeda, Beatriz Adriana González Beltrán",,,,,,Universidad Autónoma Metropolitana (México). Unidad Azcapotzalco. División de Ciencias y Artes para el Diseño.,,,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:2P1L_qKh6hAC,,,,EFFECT OF STUDENTS THAT MUST REPEAT A COURSE IN THE DISTRIBUTION AND CAPACITY OF GROUPS,http://end-educationconference.org/wp-content/uploads/2020/06/2020end040.pdf,"Lourdes Sánchez-Guerrero, Beatriz A González-Beltrán, Josué Figueroa-González, Silvia B González-Brambila",,,,,,,"In educational institutions, there is a need in the right use of human resources. Consider, for example, the number of groups for certain courses, the offer of professors and spaces is limited, and many times, there is many students that desire a certain course and for reasons of capacity and availability, it is not possible to satisfy their demands. Sometimes, the fact that students must repeat a course, is considered to have only academic relevance, however, this issue can have implications in other topics, for example, the resources one. In order to have a better idea of how much does this affect in a superior institution, this work presents a statistical analysis of the effect of students that must take a course twice and how this affects the available spaces for those who will take it for first time. For this were analyzed the eight more demanded engineering courses in a Mexican university.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
INV0003,Google Scholar,,,https://scholar.google.com/citations?view_op=view_citation&hl=es&user=rxtXZ5kAAAAJ&cstart=20&pagesize=80&citation_for_view=rxtXZ5kAAAAJ:70eg2SAEIzsC,,,,HISTORICAL ANALYSIS OF STUDENTS'PERFORMANCE: AN AGE AND GENDER PERSPECTIVE,http://end-educationconference.org/wp-content/uploads/2020/06/2020end038.pdf,"Silvia B González-Brambila, Lourdes Sánchez-Guerrero, Beatriz A González-Beltrán, Josué Figueroa-González",,,,,,,"It is possible that innate characteristics can have a certain effect on the students' performance. Two of the most important characteristics of a person are their gender and their age. Universities are institutions that must be opened for every person, not mattering their age of gender, however it could be possible that these factors could represent a decisive factor over students' performance. For this reason, educational analytics must be performed for determining if there is a relationship between the age, the gender and both of them over students' performance. The goal of this work is to show if there is a relationship between age and gender over the performance of engineering students. Results show that gender is not a decisive factor for determining if a student will finish their studies, but age clearly represents a topic to be considered.",,,,,,Dra. Beatriz Adriana González Beltrán,,,,
